0.191,0.888099613,2.61434349,,,191
0.192,0.897979645,2.63080963,,,192
0.193,0.908050925,2.64765127,,,193
0.194,0.91841921,2.664792,,,194
0.195,0.929024226,2.6826699,,,195
0.196,0.940063691,2.70131254,,,196
0.197,0.951453097,2.72072467,,,197
0.198,0.963652452,2.74074816,,,198
0.199,0.976448714,2.76117584,,,199
0.2,0.989979661,2.78207445,,,200
0.201,1.0044858,2.80309782,,,201
0.202,1.01950329,2.824175,,,202
0.203,1.03548093,2.84529817,,,203
0.204,1.0522594,2.86614586,,,204
0.205,1.069513,2.88678813,,,205
0.206,1.08760828,2.90706361,,,206
0.207,1.10633565,2.92695347,,,207
0.208,1.12555229,2.94647166,,,208
0.209,1.14533104,2.96537357,,,209
0.21,1.16547134,2.98376897,,,210
0.211,1.18594948,3.00155387,,,211
0.212,1.20669961,3.0187093,,,212
0.213,1.22762385,3.03526528,,,213
0.214,1.24866793,3.05116879,,,214
0.215,1.26976644,3.06645494,,,215
0.216,1.2908483,3.08110333,,,216
0.217,1.31181023,3.09514551,,,217
0.218,1.33255567,3.10853384,,,218
0.219,1.35315322,3.12141454,,,219
0.22,1.37358118,3.13380233,,,220
0.221,1.39367793,3.14567802,,,221
0.222,1.41344067,3.1571072,,,222
0.223,1.43277697,3.16808486,,,223
0.224,1.45170506,3.1787139,,,224
0.225,1.47010228,3.1889818,,,225
0.226,1.48800162,3.19897559,,,226
0.227,1.50529478,3.20871904,,,227
0.228,1.52200572,3.21830842,,,228
0.229,1.53800441,3.22770277,,,229
0.23,1.55334009,3.23710044,,,230
0.231,1.56808828,3.24653278,,,231
0.232,1.58205497,3.25606451,,,232
0.233,1.5953116,3.26578441,,,233
0.234,1.60783266,3.27573964,,,234
0.235,1.61955463,3.28607293,,,235
0.236,1.63053738,3.29684293,,,236
0.237,1.64076983,3.30815137,,,237
0.238,1.65019348,3.32009666,,,238
0.239,1.65890861,3.33276725,,,239
0.24,1.66697665,3.34634876,,,240
0.241,1.67440854,3.36097557,,,241
0.242,1.68127017,3.37671396,,,242
0.243,1.6876437,3.39367092,,,243
0.244,1.69360617,3.41197614,,,244
0.245,1.69927292,3.43174832,,,245
0.246,1.70476019,3.45304132,,,246
0.247,1.71020316,3.47582645,,,247
0.248,1.71579376,3.50056086,,,248
0.249,1.7217166,3.5271504,,,249
0.25,1.72812073,3.55556241,,,250
0.251,1.73520986,3.58586846,,,251
0.252,1.74317826,3.61805408,,,252
0.253,1.7521953,3.65207758,,,253
0.254,1.76256712,3.68791432,,,254
0.255,1.77440411,3.72545938,,,255
0.256,1.78793461,3.76476793,,,256
0.257,1.80338873,3.80574976,,,257
0.258,1.82089967,3.84817202,,,258
0.259,1.84058759,3.89188369,,,259
0.26,1.86270692,3.93680106,,,260
0.261,1.88709878,3.9826069,,,261
0.262,1.91390723,4.02908651,,,262
0.263,1.94335252,4.07620853,,,263
0.264,1.97532857,4.12401661,,,264
0.265,2.00988323,4.17228441,,,265
0.266,2.04708989,4.22092586,,,266
0.267,2.08692819,4.2699156,,,267
0.268,2.12927777,4.31923305,,,268
0.269,2.17413795,4.36890693,,,269
0.27,2.22184362,4.41896702,,,270
0.271,2.27279388,4.4696136,,,271
0.272,2.32732183,4.52116739,,,272
0.273,2.38566135,4.5733987,,,273
0.274,2.44866904,4.62622331,,,274
0.275,2.51726424,4.67939289,,,275
0.276,2.59192197,4.73202199,,,276
0.277,2.67335854,4.78334808,,,277
0.278,2.76218094,4.83254112,,,278
0.279,2.85901968,4.87835837,,,279
0.28,2.96372515,4.91891297,,,280
0.281,3.07588104,4.95278115,,,281
0.282,3.1948671,4.97833049,,,282
0.283,3.31915391,4.99326258,,,283
0.284,3.44762126,4.99669272,,,284
0.285,3.57893258,4.98794098,,,285
0.286,3.71003963,4.9662679,,,286
0.287,3.83910916,4.9317658,,,287
0.288,3.96398919,4.88471102,,,288
0.289,4.08184225,4.82648273,,,289
0.29,4.19160358,4.75802719,,,290
0.291,4.29223052,4.68062707,,,291
0.292,4.38226115,4.5965891,,,292
0.293,4.46102642,4.50747971,,,293
0.294,4.52820878,4.41581592,,,294
0.295,4.58411047,4.323534,,,295
0.296,4.62909372,4.23248378,,,296
0.297,4.66461989,4.1439228,,,297
0.298,4.69159001,4.05867232,,,298
0.299,4.71126371,3.97821347,,,299
0.3,4.7249922,3.90301012,,,300
0.301,4.73397672,3.83340064,,,301
0.302,4.7396366,3.76950269,,,302
0.303,4.74281282,3.71104861,,,303
0.304,4.74463576,3.65734349,,,304
0.305,4.74574133,3.60789756,,,305
0.306,4.74668951,3.56224544,,,306
0.307,4.74779834,3.51987971,,,307
0.308,4.7492466,3.48035221,,,308
0.309,4.75112672,3.44303709,,,309
0.31,4.75344056,3.40756035,,,310
0.311,4.75614288,3.37362893,,,311
0.312,4.75913193,3.34103355,,,312
0.313,4.76230452,3.30962144,,,313
0.314,4.76555218,3.27930841,,,314
0.315,4.76879737,3.25001927,,,315
0.316,4.77198548,3.22162016,,,316
0.317,4.77507478,3.19407479,,,317
0.318,4.77802468,3.16746707,,,318
0.319,4.78083519,3.14184017,,,319
0.32,4.78352471,3.11717117,,,320
0.321,4.7861304,3.09346323,,,321
0.322,4.78867347,3.07073084,,,322
0.323,4.79122325,3.04894643,,,323
0.324,4.79381144,3.02807255,,,324
0.325,4.7965088,3.00811547,,,325
0.326,4.79933968,2.98907804,,,326
0.327,4.80237957,2.97087368,,,327
0.328,4.80565004,2.95345163,,,328
0.329,4.80921958,2.93676809,,,329
0.33,4.81309986,2.92081241,,,330
0.331,4.8173244,2.90553621,,,331
0.332,4.82189451,2.89090898,,,332
0.333,4.82684317,2.87681909,,,333
0.334,4.83217135,2.86323753,,,334
0.335,4.83788521,2.85012882,,,335
0.336,4.84398084,2.83747569,,,336
0.337,4.85045535,2.8252232,,,337
0.338,4.85729949,2.81335256,,,338
0.339,4.86451561,2.80182829,,,339
0.34,4.87210109,2.79062308,,,340
0.341,4.88004959,2.77975984,,,341
0.342,4.88835053,2.76924664,,,342
0.343,4.89702402,2.75905267,,,343
0.344,4.90607831,2.7491683,,,344
0.345,4.91552018,2.73961477,,,345
0.346,4.92539045,2.73041019,,,346
0.347,4.93571277,2.721532,,,347
0.348,4.94656477,2.71295524,,,348
0.349,4.95795197,2.7046967,,,349
0.35,4.96991966,2.69673271,,,350
0.351,4.98252345,2.68904676,,,351
0.352,4.99586604,2.68157334,,,352
0.353,5.01000963,2.67428361,,,353
0.354,5.02494971,2.6671317,,,354
0.355,5.04072888,2.66004724,,,355
0.356,5.05744509,2.65296306,,,356
0.357,5.07521493,2.64569807,,,357
0.358,5.09403929,2.63819521,,,358
0.359,5.11379115,2.63039776,,,359
0.36,5.13450383,2.62221951,,,360
0.361,5.15629195,2.61343375,,,361
0.362,5.17918375,2.60385278,,,362
0.363,5.20305685,2.59343399,,,363
0.364,5.22768662,2.58213487,,,364
0.365,5.25309736,2.5698418,,,365
0.366,5.27930678,2.5563066,,,366
0.367,5.30626884,2.5414781,,,367
0.368,5.33376501,2.5252803,,,368
0.369,5.36149569,2.50762127,,,369
0.37,5.38943985,2.48846984,,,370
0.371,5.41751678,2.46780869,,,371
0.372,5.44570252,2.44571327,,,372
0.373,5.47374868,2.42207414,,,373
0.374,5.50129731,2.39679693,,,374
0.375,5.52834635,2.36991956,,,375
0.376,5.55475586,2.34160522,,,376
0.377,5.58049625,2.31194537,,,377
0.378,5.6054818,2.28096012,,,378
0.379,5.62939389,2.24879183,,,379
0.38,5.65224941,2.21548148,,,380
0.381,5.6739609,2.18113924,,,381
0.382,5.69441843,2.14588209,,,382
0.383,5.71366146,2.10971851,,,383
0.384,5.73161305,2.07300684,,,384
0.385,5.74825124,2.03591049,,,385
0.386,5.76362256,1.99842862,,,386
0.387,5.77783367,1.96068141,,,387
0.388,5.79092226,1.92268689,,,388
0.389,5.80292881,1.88448935,,,389
0.39,5.81396114,1.84630493,,,390
0.391,5.82405079,1.80814528,,,391
0.392,5.83327054,1.76994598,,,392
0.393,5.84178326,1.73154931,,,393
0.394,5.84961949,1.69293217,,,394
0.395,5.85676551,1.6540912,,,395
0.396,5.86311192,1.61496784,,,396
0.397,5.86866319,1.57554339,,,397
0.398,5.87335772,1.53575858,,,398
0.399,5.87697088,1.49553995,,,399
0.4,5.87949793,1.45486873,,,400
0.401,5.88088076,1.41379776,,,401
0.402,5.88086475,1.37257555,,,402
0.403,5.87942296,1.33121398,,,403
0.404,5.87648773,1.28971946,,,404
0.405,5.87199736,1.24845284,,,405
0.406,5.86594435,1.20748189,,,406
0.407,5.85829034,1.16691299,,,407
0.408,5.84927241,1.12703058,,,408
0.409,5.83897917,1.08791649,,,409
0.41,5.8273501,1.0495799,,,410
0.411,5.81455525,1.01207039,,,411
